feature,min_mz,max_mz,min_rt,max_rt,mean_mz,feat_class
FT0266,98.07156702,98.07183838,489.4100037,587.9550171,98.0717027,Bad
FT0267,98.07157135,98.0718689,345.369751,409.7153015,98.07172012,Bad
FT0268,98.07160516,98.07185034,303.6920471,382.6168823,98.07172775,Bad
FT0269,98.07161279,98.07185797,154.1060791,239.6667633,98.07173538,Bad
FT0270,98.09660339,98.09714508,0.325814562,120.7871552,98.09687424,Bad
FT0271,98.09671783,98.09700067,104.6996002,224.7787628,98.09685925,Bad
FT0272,98.09657288,98.09712219,363.5550842,479.9524841,98.09684753,Bad
FT0273,98.09671783,98.09706116,301.0956421,426.6069031,98.0968895,Bad
FT0274,98.09666443,98.09705353,1268.984375,1306.140719,98.09685898,Bad
FT0275,98.09679739,98.09704263,649.9946289,695.6261597,98.09692001,Bad
FT0276,98.09673309,98.09706171,268.1621094,375.2874146,98.0968974,Bad
FT0277,98.09671021,98.09702738,198.8741913,290.0658569,98.09686879,Bad
FT0278,99.05558014,99.05588531,1247.659668,1308.019199,99.05573273,Bad
FT0279,99.05557251,99.05587769,608.4416504,739.2650146,99.0557251,Ambiguous
FT0280,99.05556488,99.05589294,401.1548462,464.7653809,99.05572891,Bad
FT0281,99.05559746,99.05587769,343.5436401,447.9925842,99.05573757,Bad
FT0282,99.0555954,99.05584701,431.4646912,546.3193359,99.0557212,Bad
FT0283,99.05558014,99.05583366,699.1744995,885.3729248,99.0557069,Bad
FT0284,99.05559365,99.05591583,0.325814575,43.90289307,99.05575474,Bad
FT0285,99.09199726,99.09227753,0.325814575,62.89393616,99.09213739,Bad
FT0286,99.09198963,99.09226227,83.93819427,198.5885925,99.09212595,Ambiguous
FT0287,100.0246591,100.0249091,876.2147217,1001.694275,100.0247841,Bad
FT0288,100.0246667,100.0249167,651.1723633,760.0078735,100.0247917,Bad
FT0289,100.0246533,100.0249034,752.7097168,881.37146,100.0247784,Bad
FT0290,100.0246533,100.0249034,727.7957764,787.135498,100.0247784,Bad
FT0291,100.0246514,100.0249015,1114.057495,1201.393433,100.0247765,Bad
FT0292,100.0246667,100.0249167,988.7954102,1036.647339,100.0247917,Bad
FT0293,100.0246743,100.0249244,1067.689941,1156.498779,100.0247993,Bad
FT0294,100.0246514,100.0249015,1233.562012,1304.188379,100.0247765,Bad
FT0295,100.0760124,100.0762787,0.325814575,57.14210892,100.0761456,Bad
FT0296,100.0760105,100.0762607,83.94354248,206.1760864,100.0761356,Good
FT0297,100.0871887,100.0874836,1251.836182,1310.302371,100.0873362,Bad
FT0298,100.0872498,100.0875008,1046.674561,1146.206543,100.0873753,Bad
FT0299,100.112236,100.1127167,0.325814562,71.11165619,100.1124763,Bad
FT0300,100.112381,100.1126587,301.7175293,421.1663818,100.1125198,Bad
FT0301,100.112381,100.1126759,45.24635315,161.9990082,100.1125284,Bad
FT0302,100.1122894,100.1126129,606.3452759,747.8813477,100.1124512,Bad
FT0303,100.1122589,100.1126709,404.1287537,474.9401855,100.1124649,Bad
FT0304,100.1123581,100.112674,134.2144928,241.7307739,100.112516,Bad
FT0305,100.1124237,100.112674,206.6687317,331.1934814,100.1125488,Bad
FT0306,101.0599552,101.0602264,82.83572388,145.6135712,101.0600908,Stans only
FT0307,101.0598297,101.0602417,167.1086731,209.6684113,101.0600357,Bad
FT0308,101.0711899,101.0715714,1217.43103,1310.329619,101.0713806,Bad
FT0309,101.0712357,101.0715031,451.583313,574.7179565,101.0713694,Bad
FT0310,101.0712028,101.0715103,829.3230591,985.2190552,101.0713565,Bad
FT0311,101.0712447,101.0715256,0.325814575,55.1762352,101.0713852,Bad
FT0312,101.0712428,101.0714955,87.56071472,230.1934814,101.0713692,Bad
FT0313,101.0712409,101.0714936,976.7421875,1054.15332,101.0713673,Bad
FT0314,101.0711823,101.0715561,612.9111938,881.0575562,101.0713692,Bad
FT0315,101.0711288,101.0715332,511.9420471,651.2583618,101.071331,Bad
FT0316,101.0712204,101.0715866,433.2242737,527.9266968,101.0714035,Bad
FT0317,101.0711975,101.0715408,747.0488281,928.7539063,101.0713692,Bad
FT0318,101.0711441,101.0716934,382.6168823,455.2693481,101.0714188,Bad
FT0319,101.1076159,101.1079102,615.7427368,694.8702393,101.107763,Good
FT0320,101.1076541,101.1079102,3.810421467,60.98661041,101.1077821,Bad
FT0321,101.1076579,101.1079483,399.944256,476.370575,101.1078031,Bad
FT0322,101.1076202,101.1079202,443.305481,537.9815063,101.1077702,Bad
FT0323,101.1076431,101.1079254,496.6358032,599.067627,101.1077843,Bad
FT0324,101.107635,101.1078878,223.8167725,300.3137817,101.1077614,Bad
FT0325,102.0552368,102.0555208,498.4527283,546.2811279,102.0553788,Stans only
FT0326,102.0553152,102.0555704,321.4145508,503.4212036,102.0554428,Stans only
FT0327,102.1278458,102.1284103,0.325814575,119.3117065,102.1281281,Bad
FT0328,102.1279907,102.1282654,600.795105,725.3487549,102.1281281,Bad
FT0329,102.1279755,102.1282672,134.2144928,212.370224,102.1281213,Bad
FT0330,102.1279602,102.1282443,302.0159912,424.5055542,102.1281022,Bad
FT0331,103.0544662,103.0547409,200.9201202,270.753418,103.0546036,Stans only
FT0332,103.05449,103.0547477,272.1161804,325.1423645,103.0546188,Bad
FT0333,103.0868225,103.0872421,1200.706665,1388.35981,103.0870323,Bad
FT0334,103.0868073,103.0871964,1031.586182,1201.774658,103.0870018,Bad
FT0335,103.086792,103.0871353,605.8560791,723.1431885,103.0869637,Good
FT0336,103.0867844,103.0871277,559.0339966,630.3418579,103.086956,Bad
FT0337,103.086831,103.087204,669.0273438,757.1506348,103.0870175,Bad
FT0338,103.0868073,103.0871048,498.4224854,581.7612305,103.086956,Bad
FT0339,103.0868225,103.0871964,714.6755371,832.9780884,103.0870094,Bad
FT0340,103.0868225,103.0871353,411.764801,530.6570435,103.0869789,Bad
FT0341,103.0868424,103.0871887,829.0151367,928.8496704,103.0870156,Bad
FT0342,103.0868119,103.0871124,900.1644287,955.729126,103.0869622,Bad
FT0343,103.1250381,103.1253357,4.301088333,70.55685425,103.1251869,Bad
FT0344,103.1312027,103.1316528,3.760340691,95.60438538,103.1314278,Bad
FT0345,103.1313713,103.1316292,106.5869827,248.4303741,103.1315002,Bad
FT0346,103.131279,103.1317673,374.5391846,462.0632324,103.1315231,Bad
FT0347,104.0708237,104.071167,81.86412811,207.5988312,104.0709953,Bad
FT0348,104.070816,104.0711823,645.7210083,802.3522339,104.0709991,Good
FT0349,104.0707855,104.0711517,437.9518127,630.3932495,104.0709686,Stans only
FT0350,104.0708313,104.0711445,510.033783,663.1456909,104.0709879,Stans only
FT0351,104.0708389,104.0711517,366.8104858,476.2358704,104.0709953,Bad
FT0352,104.0708237,104.0711292,404.5407104,520.2093506,104.0709765,Stans only
FT0353,104.0708313,104.0711594,0.325814575,132.8693695,104.0709953,Bad
FT0354,104.0708691,104.0711517,325.9317627,418.339447,104.0710104,Bad
FT0355,104.1071167,104.107605,606.6560059,753.3762207,104.1073608,Good
FT0356,104.1071548,104.1075668,684.824585,898.1295166,104.1073608,Stans only
FT0357,104.1070938,104.1075592,430.2583008,548.1269531,104.1073265,Bad
