"new_rt","filename","rt"
0.5061796506,"190715_Blk_KM1906U14-Blk_C.mzML",0.50719259
0.5245001475,"190715_Blk_KM1906U14-Blk_C.mzML",0.52579469
0.5395407359,"190715_Blk_KM1906U14-Blk_C.mzML",0.54107772
0.5546536764,"190715_Blk_KM1906U14-Blk_C.mzML",0.55644452
0.5697092056,"190715_Blk_KM1906U14-Blk_C.mzML",0.57176316
0.5847464244,"190715_Blk_KM1906U14-Blk_C.mzML",0.58707331
0.5998005549,"190715_Blk_KM1906U14-Blk_C.mzML",0.60241089
0.615467453,"190715_Blk_KM1906U14-Blk_C.mzML",0.61838368
0.6304928462,"190715_Blk_KM1906U14-Blk_C.mzML",0.63371274
0.6455490112,"190715_Blk_KM1906U14-Blk_C.mzML",0.64908347
0.6605155309,"190715_Blk_KM1906U14-Blk_C.mzML",0.66437286
0.6755637487,"190715_Blk_KM1906U14-Blk_C.mzML",0.67975596
0.6920416514,"190715_Blk_KM1906U14-Blk_C.mzML",0.69661231
0.706965065,"190715_Blk_KM1906U14-Blk_C.mzML",0.71188913
0.7219338735,"190715_Blk_KM1906U14-Blk_C.mzML",0.72722258
0.736829567,"190715_Blk_KM1906U14-Blk_C.mzML",0.74249119
0.7517091115,"190715_Blk_KM1906U14-Blk_C.mzML",0.75775343
0.7666278203,"190715_Blk_KM1906U14-Blk_C.mzML",0.77306597
0.7815548579,"190715_Blk_KM1906U14-Blk_C.mzML",0.78839717
0.7964717865,"190715_Blk_KM1906U14-Blk_C.mzML",0.80372826
0.811415418,"190715_Blk_KM1906U14-Blk_C.mzML",0.81909689
0.8262742996,"190715_Blk_KM1906U14-Blk_C.mzML",0.83438852
0.8411231359,"190715_Blk_KM1906U14-Blk_C.mzML",0.84968004
0.8574009577,"190715_Blk_KM1906U14-Blk_C.mzML",0.86645472
0.8722336451,"190715_Blk_KM1906U14-Blk_C.mzML",0.88175066
0.8870884577,"190715_Blk_KM1906U14-Blk_C.mzML",0.89707972
0.9019294739,"190715_Blk_KM1906U14-Blk_C.mzML",0.91240454
0.9167384466,"190715_Blk_KM1906U14-Blk_C.mzML",0.92770662
0.931582133,"190715_Blk_KM1906U14-Blk_C.mzML",0.94305449
0.9463432948,"190715_Blk_KM1906U14-Blk_C.mzML",0.95832724
0.9611308416,"190715_Blk_KM1906U14-Blk_C.mzML",0.97363747
0.9759310404,"190715_Blk_KM1906U14-Blk_C.mzML",0.98897084
0.9906950633,"190715_Blk_KM1906U14-Blk_C.mzML",1.0042769
1.0059533437,"190715_Blk_KM1906U14-Blk_C.mzML",1.020106
1.0207135518,"190715_Blk_KM1906U14-Blk_C.mzML",1.0354287
1.0355243683,"190715_Blk_KM1906U14-Blk_C.mzML",1.0508141
1.0502791087,"190715_Blk_KM1906U14-Blk_C.mzML",1.0661515
1.0649821599,"190715_Blk_KM1906U14-Blk_C.mzML",1.0814452
1.0796513875,"190715_Blk_KM1906U14-Blk_C.mzML",1.0967138
1.094360733,"190715_Blk_KM1906U14-Blk_C.mzML",1.1120344
1.109068807,"190715_Blk_KM1906U14-Blk_C.mzML",1.1273636
1.1237190247,"190715_Blk_KM1906U14-Blk_C.mzML",1.1426426
1.1384553274,"190715_Blk_KM1906U14-Blk_C.mzML",1.1580216
1.1531382243,"190715_Blk_KM1906U14-Blk_C.mzML",1.173355
1.1682159424,"190715_Blk_KM1906U14-Blk_C.mzML",1.1891112
1.1828849792,"190715_Blk_KM1906U14-Blk_C.mzML",1.2044506
1.1974746704,"190715_Blk_KM1906U14-Blk_C.mzML",1.2197172
1.2121186574,"190715_Blk_KM1906U14-Blk_C.mzML",1.2350504
1.2267228444,"190715_Blk_KM1906U14-Blk_C.mzML",1.2503524
1.2412817637,"190715_Blk_KM1906U14-Blk_C.mzML",1.2656169
1.2582251231,"190715_Blk_KM1906U14-Blk_C.mzML",1.2833938
1.2727789561,"190715_Blk_KM1906U14-Blk_C.mzML",1.2986748
1.2873297373,"190715_Blk_KM1906U14-Blk_C.mzML",1.3139624
1.3018984477,"190715_Blk_KM1906U14-Blk_C.mzML",1.3292789
1.3164198558,"190715_Blk_KM1906U14-Blk_C.mzML",1.3445558
1.3309597015,"190715_Blk_KM1906U14-Blk_C.mzML",1.3598621
1.3454185486,"190715_Blk_KM1906U14-Blk_C.mzML",1.3750932
1.3599114736,"190715_Blk_KM1906U14-Blk_C.mzML",1.3903702
1.374422582,"190715_Blk_KM1906U14-Blk_C.mzML",1.4056763
1.3889063517,"190715_Blk_KM1906U14-Blk_C.mzML",1.4209638
1.4056973775,"190715_Blk_KM1906U14-Blk_C.mzML",1.438699
1.4201805115,"190715_Blk_KM1906U14-Blk_C.mzML",1.4540073
1.4346045176,"190715_Blk_KM1906U14-Blk_C.mzML",1.4692632
1.4490627289,"190715_Blk_KM1906U14-Blk_C.mzML",1.4845654
1.4635250092,"190715_Blk_KM1906U14-Blk_C.mzML",1.4998819
1.4779523214,"190715_Blk_KM1906U14-Blk_C.mzML",1.5151713
1.4924566905,"190715_Blk_KM1906U14-Blk_C.mzML",1.5305526
1.5068848928,"190715_Blk_KM1906U14-Blk_C.mzML",1.5458629
1.5213209788,"190715_Blk_KM1906U14-Blk_C.mzML",1.561192
1.5357321421,"190715_Blk_KM1906U14-Blk_C.mzML",1.5765044
1.5501296997,"190715_Blk_KM1906U14-Blk_C.mzML",1.5918126
1.5649074554,"190715_Blk_KM1906U14-Blk_C.mzML",1.6075354
1.5792723338,"190715_Blk_KM1906U14-Blk_C.mzML",1.622829
1.5936042786,"190715_Blk_KM1906U14-Blk_C.mzML",1.6380976
1.6079954783,"190715_Blk_KM1906U14-Blk_C.mzML",1.6534393
1.6224082947,"190715_Blk_KM1906U14-Blk_C.mzML",1.6688142
1.6367219289,"190715_Blk_KM1906U14-Blk_C.mzML",1.6840932
1.6510573069,"190715_Blk_KM1906U14-Blk_C.mzML",1.6994056
1.6653462728,"190715_Blk_KM1906U14-Blk_C.mzML",1.7146783
1.6796768188,"190715_Blk_KM1906U14-Blk_C.mzML",1.7300054
1.6940250397,"190715_Blk_KM1906U14-Blk_C.mzML",1.7453616
1.7083267212,"190715_Blk_KM1906U14-Blk_C.mzML",1.760678
1.7230060577,"190715_Blk_KM1906U14-Blk_C.mzML",1.7764091
1.7372910817,"190715_Blk_KM1906U14-Blk_C.mzML",1.7917279
1.7514812469,"190715_Blk_KM1906U14-Blk_C.mzML",1.8069549
1.765728124,"190715_Blk_KM1906U14-Blk_C.mzML",1.8222528
1.7799674988,"190715_Blk_KM1906U14-Blk_C.mzML",1.8375525
1.7941861471,"190715_Blk_KM1906U14-Blk_C.mzML",1.85284
1.8084130605,"190715_Blk_KM1906U14-Blk_C.mzML",1.8681462
1.8225973765,"190715_Blk_KM1906U14-Blk_C.mzML",1.8834168
1.8367613475,"190715_Blk_KM1906U14-Blk_C.mzML",1.8986751
1.8509487152,"190715_Blk_KM1906U14-Blk_C.mzML",1.9139688
1.8650767008,"190715_Blk_KM1906U14-Blk_C.mzML",1.9292083
1.8796316783,"190715_Blk_KM1906U14-Blk_C.mzML",1.9449186
1.8938045502,"190715_Blk_KM1906U14-Blk_C.mzML",1.9602267
1.9079645793,"190715_Blk_KM1906U14-Blk_C.mzML",1.9755309
1.9220633189,"190715_Blk_KM1906U14-Blk_C.mzML",1.9907787
1.9361776988,"190715_Blk_KM1906U14-Blk_C.mzML",2.0060534
1.9525585175,"190715_Blk_KM1906U14-Blk_C.mzML",2.0237931
1.9666647593,"190715_Blk_KM1906U14-Blk_C.mzML",2.0390805
1.9807023366,"190715_Blk_KM1906U14-Blk_C.mzML",2.0543032
1.9947826385,"190715_Blk_KM1906U14-Blk_C.mzML",2.0695823
2.0088521322,"190715_Blk_KM1906U14-Blk_C.mzML",2.0848593
2.0228663127,"190715_Blk_KM1906U14-Blk_C.mzML",2.1000863
2.0368732452,"190715_Blk_KM1906U14-Blk_C.mzML",2.1153153
2.0508767446,"190715_Blk_KM1906U14-Blk_C.mzML",2.1305503
2.0648258209,"190715_Blk_KM1906U14-Blk_C.mzML",2.145736
2.0787141164,"190715_Blk_KM1906U14-Blk_C.mzML",2.160865
2.0926751455,"190715_Blk_KM1906U14-Blk_C.mzML",2.1760835
2.1088676453,"190715_Blk_KM1906U14-Blk_C.mzML",2.1937461
2.1228305817,"190715_Blk_KM1906U14-Blk_C.mzML",2.2089876
2.136752065,"190715_Blk_KM1906U14-Blk_C.mzML",2.2241938
2.150672404,"190715_Blk_KM1906U14-Blk_C.mzML",2.2394083
2.1646255493,"190715_Blk_KM1906U14-Blk_C.mzML",2.2546686
2.178527832,"190715_Blk_KM1906U14-Blk_C.mzML",2.269883
2.1924212138,"190715_Blk_KM1906U14-Blk_C.mzML",2.2850976
2.2063491821,"190715_Blk_KM1906U14-Blk_C.mzML",2.3003599
2.2202150981,"190715_Blk_KM1906U14-Blk_C.mzML",2.3155639
2.2340817769,"190715_Blk_KM1906U14-Blk_C.mzML",2.3307785
2.2479395549,"190715_Blk_KM1906U14-Blk_C.mzML",2.345993
2.2622525533,"190715_Blk_KM1906U14-Blk_C.mzML",2.3617179
2.2761772156,"190715_Blk_KM1906U14-Blk_C.mzML",2.3770261
2.2900227865,"190715_Blk_KM1906U14-Blk_C.mzML",2.3922571
2.3038843791,"190715_Blk_KM1906U14-Blk_C.mzML",2.4075155
2.3177477519,"190715_Blk_KM1906U14-Blk_C.mzML",2.4227862
2.3316373189,"190715_Blk_KM1906U14-Blk_C.mzML",2.4380964
2.3454605103,"190715_Blk_KM1906U14-Blk_C.mzML",2.4533443
2.3593137105,"190715_Blk_KM1906U14-Blk_C.mzML",2.4686359
2.3731119792,"190715_Blk_KM1906U14-Blk_C.mzML",2.4838775
2.3869906108,"190715_Blk_KM1906U14-Blk_C.mzML",2.499219
2.4008160909,"190715_Blk_KM1906U14-Blk_C.mzML",2.5145127
2.4150609334,"190715_Blk_KM1906U14-Blk_C.mzML",2.5302813
2.4288457235,"190715_Blk_KM1906U14-Blk_C.mzML",2.5455521
2.4425791423,"190715_Blk_KM1906U14-Blk_C.mzML",2.5607768
2.4563069661,"190715_Blk_KM1906U14-Blk_C.mzML",2.5760061
2.4700546265,"190715_Blk_KM1906U14-Blk_C.mzML",2.5912684
2.4837717692,"190715_Blk_KM1906U14-Blk_C.mzML",2.6065079
2.4974492391,"190715_Blk_KM1906U14-Blk_C.mzML",2.621714
2.5111989339,"190715_Blk_KM1906U14-Blk_C.mzML",2.6370119
2.5248957316,"190715_Blk_KM1906U14-Blk_C.mzML",2.6522618
2.5385564168,"190715_Blk_KM1906U14-Blk_C.mzML",2.6674824
2.5522443136,"190715_Blk_KM1906U14-Blk_C.mzML",2.6827449
2.5663421631,"190715_Blk_KM1906U14-Blk_C.mzML",2.6984761
2.5800526937,"190715_Blk_KM1906U14-Blk_C.mzML",2.7137864
2.5937194824,"190715_Blk_KM1906U14-Blk_C.mzML",2.7290592
2.6073740641,"190715_Blk_KM1906U14-Blk_C.mzML",2.7443298
2.6210395813,"190715_Blk_KM1906U14-Blk_C.mzML",2.7596236
2.6346720378,"190715_Blk_KM1906U14-Blk_C.mzML",2.7748922
2.6482536316,"190715_Blk_KM1906U14-Blk_C.mzML",2.7901149
2.6618848165,"190715_Blk_KM1906U14-Blk_C.mzML",2.8054046
2.6754681905,"190715_Blk_KM1906U14-Blk_C.mzML",2.8206523
2.6890508016,"190715_Blk_KM1906U14-Blk_C.mzML",2.8359105
2.7026362101,"190715_Blk_KM1906U14-Blk_C.mzML",2.8511833
2.7166702271,"190715_Blk_KM1906U14-Blk_C.mzML",2.8669727
2.7302866618,"190715_Blk_KM1906U14-Blk_C.mzML",2.882304
2.7438351949,"190715_Blk_KM1906U14-Blk_C.mzML",2.8975705
2.7573974609,"190715_Blk_KM1906U14-Blk_C.mzML",2.9128641
2.7709383647,"190715_Blk_KM1906U14-Blk_C.mzML",2.9281453
2.7844945272,"190715_Blk_KM1906U14-Blk_C.mzML",2.9434557
2.7980072021,"190715_Blk_KM1906U14-Blk_C.mzML",2.9587285
2.8115168254,"190715_Blk_KM1906U14-Blk_C.mzML",2.9740096
2.8249791463,"190715_Blk_KM1906U14-Blk_C.mzML",2.9892491
2.8384272257,"190715_Blk_KM1906U14-Blk_C.mzML",3.0044844
2.8523719788,"190715_Blk_KM1906U14-Blk_C.mzML",3.0202947
2.8658411662,"190715_Blk_KM1906U14-Blk_C.mzML",3.0355779
2.8793128967,"190715_Blk_KM1906U14-Blk_C.mzML",3.0508758
2.8927866618,"190715_Blk_KM1906U14-Blk_C.mzML",3.0661882
2.9062001546,"190715_Blk_KM1906U14-Blk_C.mzML",3.0814444
2.9196599325,"190715_Blk_KM1906U14-Blk_C.mzML",3.096765
2.9330378215,"190715_Blk_KM1906U14-Blk_C.mzML",3.1120043
2.9464294434,"190715_Blk_KM1906U14-Blk_C.mzML",3.1272712
2.9598498027,"190715_Blk_KM1906U14-Blk_C.mzML",3.1425835
2.9732157389,"190715_Blk_KM1906U14-Blk_C.mzML",3.1578457
2.9866152445,"190715_Blk_KM1906U14-Blk_C.mzML",3.1731583
3.0004496257,"190715_Blk_KM1906U14-Blk_C.mzML",3.1889812
3.013788859,"190715_Blk_KM1906U14-Blk_C.mzML",3.2042498
3.0271481832,"190715_Blk_KM1906U14-Blk_C.mzML",3.2195538
3.0404640198,"190715_Blk_KM1906U14-Blk_C.mzML",3.2348202
3.0537635803,"190715_Blk_KM1906U14-Blk_C.mzML",3.2500807
3.0670506795,"190715_Blk_KM1906U14-Blk_C.mzML",3.2653389
3.0802724202,"190715_Blk_KM1906U14-Blk_C.mzML",3.2805345
3.0935290019,"190715_Blk_KM1906U14-Blk_C.mzML",3.2957825
3.106783549,"190715_Blk_KM1906U14-Blk_C.mzML",3.3110407
3.1200218201,"190715_Blk_KM1906U14-Blk_C.mzML",3.3262927
3.1332455953,"190715_Blk_KM1906U14-Blk_C.mzML",3.3415403
3.1468864441,"190715_Blk_KM1906U14-Blk_C.mzML",3.3572821
3.1600756327,"190715_Blk_KM1906U14-Blk_C.mzML",3.3725153
3.1732879639,"190715_Blk_KM1906U14-Blk_C.mzML",3.3877881
3.1864644368,"190715_Blk_KM1906U14-Blk_C.mzML",3.4030318
3.1996060689,"190715_Blk_KM1906U14-Blk_C.mzML",3.4182483
3.2127820333,"190715_Blk_KM1906U14-Blk_C.mzML",3.433517
3.2259145101,"190715_Blk_KM1906U14-Blk_C.mzML",3.4487481
3.2390469869,"190715_Blk_KM1906U14-Blk_C.mzML",3.4639917
3.2522201538,"190715_Blk_KM1906U14-Blk_C.mzML",3.4792958
3.2653483073,"190715_Blk_KM1906U14-Blk_C.mzML",3.4945603
3.2784385681,"190715_Blk_KM1906U14-Blk_C.mzML",3.5097936
3.291986084,"190715_Blk_KM1906U14-Blk_C.mzML",3.5255726
3.3050608317,"190715_Blk_KM1906U14-Blk_C.mzML",3.5408142
3.3181635539,"190715_Blk_KM1906U14-Blk_C.mzML",3.5561016
3.331215922,"190715_Blk_KM1906U14-Blk_C.mzML",3.5713431
3.3442980448,"190715_Blk_KM1906U14-Blk_C.mzML",3.5866326
3.3573781331,"190715_Blk_KM1906U14-Blk_C.mzML",3.6019325
3.3703577677,"190715_Blk_KM1906U14-Blk_C.mzML",3.6171282
3.3833775838,"190715_Blk_KM1906U14-Blk_C.mzML",3.6323844
3.3964235942,"190715_Blk_KM1906U14-Blk_C.mzML",3.6476843
3.4094156901,"190715_Blk_KM1906U14-Blk_C.mzML",3.6629342
3.4223841349,"190715_Blk_KM1906U14-Blk_C.mzML",3.6781695
3.4358103434,"190715_Blk_KM1906U14-Blk_C.mzML",3.6939568
3.4487609863,"190715_Blk_KM1906U14-Blk_C.mzML",3.7091984
3.4617462158,"190715_Blk_KM1906U14-Blk_C.mzML",3.7244942
3.4746668498,"190715_Blk_KM1906U14-Blk_C.mzML",3.7397274
3.487604777,"190715_Blk_KM1906U14-Blk_C.mzML",3.754994
3.5005325317,"190715_Blk_KM1906U14-Blk_C.mzML",3.7702627
3.5134279887,"190715_Blk_KM1906U14-Blk_C.mzML",3.7855063
3.5262926737,"190715_Blk_KM1906U14-Blk_C.mzML",3.800727
3.5392405192,"190715_Blk_KM1906U14-Blk_C.mzML",3.81606
3.5521120707,"190715_Blk_KM1906U14-Blk_C.mzML",3.8313164
3.5649770101,"190715_Blk_KM1906U14-Blk_C.mzML",3.8465788
3.5782394409,"190715_Blk_KM1906U14-Blk_C.mzML",3.8623265
3.591053009,"190715_Blk_KM1906U14-Blk_C.mzML",3.8775557
3.6038866679,"190715_Blk_KM1906U14-Blk_C.mzML",3.8928223
3.6167104085,"190715_Blk_KM1906U14-Blk_C.mzML",3.9080909
3.62951533,"190715_Blk_KM1906U14-Blk_C.mzML",3.9233512
3.6423629761,"190715_Blk_KM1906U14-Blk_C.mzML",3.9386761
3.6551338196,"190715_Blk_KM1906U14-Blk_C.mzML",3.9539239
3.6678827922,"190715_Blk_KM1906U14-Blk_C.mzML",3.9691592
3.6806447347,"190715_Blk_KM1906U14-Blk_C.mzML",3.9844237
3.6933092753,"190715_Blk_KM1906U14-Blk_C.mzML",3.9995861
3.7059712728,"190715_Blk_KM1906U14-Blk_C.mzML",4.014759
3.7190345764,"190715_Blk_KM1906U14-Blk_C.mzML",4.0304276
3.7316551208,"190715_Blk_KM1906U14-Blk_C.mzML",4.0455794
3.7442764282,"190715_Blk_KM1906U14-Blk_C.mzML",4.0607461
3.7568359375,"190715_Blk_KM1906U14-Blk_C.mzML",4.0758522
3.7693766276,"190715_Blk_KM1906U14-Blk_C.mzML",4.0909501
3.7819127401,"190715_Blk_KM1906U14-Blk_C.mzML",4.1060562
3.7943855286,"190715_Blk_KM1906U14-Blk_C.mzML",4.1210999
3.8069015503,"190715_Blk_KM1906U14-Blk_C.mzML",4.13621
3.8193908691,"190715_Blk_KM1906U14-Blk_C.mzML",4.1513018
3.8318285624,"190715_Blk_KM1906U14-Blk_C.mzML",4.166362
3.8442743937,"190715_Blk_KM1906U14-Blk_C.mzML",4.1814787
3.8570798238,"190715_Blk_KM1906U14-Blk_C.mzML",4.1970806
3.8694356283,"190715_Blk_KM1906U14-Blk_C.mzML",4.2121805
3.8817545573,"190715_Blk_KM1906U14-Blk_C.mzML",4.2272803
3.8940038045,"190715_Blk_KM1906U14-Blk_C.mzML",4.2423387
3.9062413534,"190715_Blk_KM1906U14-Blk_C.mzML",4.2574261
3.9184883118,"190715_Blk_KM1906U14-Blk_C.mzML",4.2725676
3.9306973775,"190715_Blk_KM1906U14-Blk_C.mzML",4.287705
3.9428815206,"190715_Blk_KM1906U14-Blk_C.mzML",4.3028528
3.9550458272,"190715_Blk_KM1906U14-Blk_C.mzML",4.3180173
3.967191569,"190715_Blk_KM1906U14-Blk_C.mzML",4.3331985
3.979309845,"190715_Blk_KM1906U14-Blk_C.mzML",4.3483858
3.991783905,"190715_Blk_KM1906U14-Blk_C.mzML",4.3640587
4.0038332621,"190715_Blk_KM1906U14-Blk_C.mzML",4.3792377
4.0158861796,"190715_Blk_KM1906U14-Blk_C.mzML",4.3944585
4.0278816223,"190715_Blk_KM1906U14-Blk_C.mzML",4.4096438
4.0398719788,"190715_Blk_KM1906U14-Blk_C.mzML",4.4248582
4.051847585,"190715_Blk_KM1906U14-Blk_C.mzML",4.4400894
4.0637860616,"190715_Blk_KM1906U14-Blk_C.mzML",4.4553081
4.075689443,"190715_Blk_KM1906U14-Blk_C.mzML",4.4705162
4.0876490275,"190715_Blk_KM1906U14-Blk_C.mzML",4.4858287
4.0995389303,"190715_Blk_KM1906U14-Blk_C.mzML",4.5010849
4.1113848368,"190715_Blk_KM1906U14-Blk_C.mzML",4.516316
4.1235733032,"190715_Blk_KM1906U14-Blk_C.mzML",4.5320201
4.1353792826,"190715_Blk_KM1906U14-Blk_C.mzML",4.5472615
4.1471916199,"190715_Blk_KM1906U14-Blk_C.mzML",4.5625407
4.1589307149,"190715_Blk_KM1906U14-Blk_C.mzML",4.5777531
4.1707015991,"190715_Blk_KM1906U14-Blk_C.mzML",4.5930342
4.1824564616,"190715_Blk_KM1906U14-Blk_C.mzML",4.6083216
4.1941591899,"190715_Blk_KM1906U14-Blk_C.mzML",4.6235674
4.2058606466,"190715_Blk_KM1906U14-Blk_C.mzML",4.638836
4.2175796509,"190715_Blk_KM1906U14-Blk_C.mzML",4.6541525
4.2292742411,"190715_Blk_KM1906U14-Blk_C.mzML",4.6694608
4.2412584941,"190715_Blk_KM1906U14-Blk_C.mzML",4.6851711
4.2529314677,"190715_Blk_KM1906U14-Blk_C.mzML",4.700496
4.2645266215,"190715_Blk_KM1906U14-Blk_C.mzML",4.7157396
4.276133728,"190715_Blk_KM1906U14-Blk_C.mzML",4.7310187
4.2877593994,"190715_Blk_KM1906U14-Blk_C.mzML",4.7463415
4.2993001302,"190715_Blk_KM1906U14-Blk_C.mzML",4.7615706
4.3108734131,"190715_Blk_KM1906U14-Blk_C.mzML",4.7768601
4.3223897298,"190715_Blk_KM1906U14-Blk_C.mzML",4.7920912
4.3338801066,"190715_Blk_KM1906U14-Blk_C.mzML",4.8073036
4.3453989665,"190715_Blk_KM1906U14-Blk_C.mzML",4.822568
4.3568730672,"190715_Blk_KM1906U14-Blk_C.mzML",4.8377868
4.3687260946,"190715_Blk_KM1906U14-Blk_C.mzML",4.8535221
4.380259196,"190715_Blk_KM1906U14-Blk_C.mzML",4.8688449
4.3917724609,"190715_Blk_KM1906U14-Blk_C.mzML",4.8841531
4.4032750448,"190715_Blk_KM1906U14-Blk_C.mzML",4.8994571
4.4147608439,"190715_Blk_KM1906U14-Blk_C.mzML",4.9147488
4.4261962891,"190715_Blk_KM1906U14-Blk_C.mzML",4.929982
4.4376825968,"190715_Blk_KM1906U14-Blk_C.mzML",4.9452902
4.4491231283,"190715_Blk_KM1906U14-Blk_C.mzML",4.9605443
4.4605967204,"190715_Blk_KM1906U14-Blk_C.mzML",4.9758484
4.4720774333,"190715_Blk_KM1906U14-Blk_C.mzML",4.991167
4.483497111,"190715_Blk_KM1906U14-Blk_C.mzML",5.0064086
4.4952753703,"190715_Blk_KM1906U14-Blk_C.mzML",5.0221313
4.5067474365,"190715_Blk_KM1906U14-Blk_C.mzML",5.0374479
4.518196106,"190715_Blk_KM1906U14-Blk_C.mzML",5.0527353
4.5296259562,"190715_Blk_KM1906U14-Blk_C.mzML",5.0679977
4.541027832,"190715_Blk_KM1906U14-Blk_C.mzML",5.0832226
4.5524576823,"190715_Blk_KM1906U14-Blk_C.mzML",5.098483
4.5639109294,"190715_Blk_KM1906U14-Blk_C.mzML",5.1137724
4.5753255208,"190715_Blk_KM1906U14-Blk_C.mzML",5.1290077
4.5867640177,"190715_Blk_KM1906U14-Blk_C.mzML",5.14427
4.5982345581,"190715_Blk_KM1906U14-Blk_C.mzML",5.1595701
4.6096664429,"190715_Blk_KM1906U14-Blk_C.mzML",5.1748137
4.6214742025,"190715_Blk_KM1906U14-Blk_C.mzML",5.190551
4.6329518636,"190715_Blk_KM1906U14-Blk_C.mzML",5.2058405
4.6444152832,"190715_Blk_KM1906U14-Blk_C.mzML",5.221103
4.6559000651,"190715_Blk_KM1906U14-Blk_C.mzML",5.2363841
4.6673787435,"190715_Blk_KM1906U14-Blk_C.mzML",5.2516465
4.6788701375,"190715_Blk_KM1906U14-Blk_C.mzML",5.266915
4.6904240926,"190715_Blk_KM1906U14-Blk_C.mzML",5.2822546
4.7019658407,"190715_Blk_KM1906U14-Blk_C.mzML",5.2975649
4.7135203044,"190715_Blk_KM1906U14-Blk_C.mzML",5.3128772
4.7250834147,"190715_Blk_KM1906U14-Blk_C.mzML",5.3281877
4.7366714478,"190715_Blk_KM1906U14-Blk_C.mzML",5.3435147
4.7486384074,"190715_Blk_KM1906U14-Blk_C.mzML",5.359325
4.7601938883,"190715_Blk_KM1906U14-Blk_C.mzML",5.3745748
4.7717717489,"190715_Blk_KM1906U14-Blk_C.mzML",5.389835
4.7834330241,"190715_Blk_KM1906U14-Blk_C.mzML",5.4051871
4.7950500488,"190715_Blk_KM1906U14-Blk_C.mzML",5.42046
4.8066492716,"190715_Blk_KM1906U14-Blk_C.mzML",5.4356889
4.8182698568,"190715_Blk_KM1906U14-Blk_C.mzML",5.4509244
4.8298762004,"190715_Blk_KM1906U14-Blk_C.mzML",5.466118
4.8415476481,"190715_Blk_KM1906U14-Blk_C.mzML",5.4813741
4.8532887777,"190715_Blk_KM1906U14-Blk_C.mzML",5.4966969
4.8650075277,"190715_Blk_KM1906U14-Blk_C.mzML",5.5119656
4.877142334,"190715_Blk_KM1906U14-Blk_C.mzML",5.5277489
4.8888849894,"190715_Blk_KM1906U14-Blk_C.mzML",5.5429946
4.900664266,"190715_Blk_KM1906U14-Blk_C.mzML",5.558261
4.912465922,"190715_Blk_KM1906U14-Blk_C.mzML",5.5735277
4.9242823283,"190715_Blk_KM1906U14-Blk_C.mzML",5.5887839
4.9360814412,"190715_Blk_KM1906U14-Blk_C.mzML",5.6039879
4.9479690552,"190715_Blk_KM1906U14-Blk_C.mzML",5.6192752
4.959832255,"190715_Blk_KM1906U14-Blk_C.mzML",5.6345002
4.9717341105,"190715_Blk_KM1906U14-Blk_C.mzML",5.6497418
4.983702596,"190715_Blk_KM1906U14-Blk_C.mzML",5.6650353
4.9956878662,"190715_Blk_KM1906U14-Blk_C.mzML",5.6803165
