feature,min_mz,max_mz,min_rt,max_rt,mean_mz,feat_class
FT0624,139.058486938477,139.059555053711,264.753336,322.129284,139.059020996094,Stans only
FT0637,140.037246704102,140.037826538086,414.648816,561.95943,140.037536621094,Meh
FT0658,141.0732421875,141.074142456055,280.312704,427.388544,141.073692321778,Good
FT0661,141.073832599139,141.074185284162,293.8887,405.364392,141.074008941651,Good
FT0666,142.076568603516,142.077682495117,292.641996,394.140822,142.077125549316,Good
FT0667,142.079559326172,142.080474853516,290.787702,420.68781,142.080017089844,Good
FT0679,143.082870483398,143.084167480469,296.127228,379.22568,143.083518981934,Good
FT0690,144.078170776367,144.079071044922,545.482194,612.08982,144.078620910644,Good
FT0712,145.084945678711,145.086135864258,542.03331,608.2122,145.085540771484,Good
FT0717,146.116989135742,146.117919921875,501.456312,701.38224,146.117454528808,Good
FT0742,147.075927734375,147.076904296875,579.2811,772.18662,147.076416015625,Good
FT0745,147.112411499023,147.113067626953,1013.42676,1161.14256,147.112739562988,Good
FT0749,148.046768188477,148.047454833984,485.882052,559.517652,148.04711151123,Good
FT0750,148.050413081284,148.051010131836,482.854698,583.58457,148.05071160656,Good
FT0751,148.059783935547,148.060806274414,599.305086,814.71678,148.06029510498,Good
FT0762,149.042980810299,149.043380737305,483.75657,580.314222,149.043180773802,Good
FT0763,149.051010131836,149.051803588867,487.85091,552.68346,149.051406860352,Good
FT0766,149.06330871582,149.064559936523,645.44904,783.05244,149.063934326172,Good
FT0768,150.046371459961,150.046859741211,488.578398,548.511984,150.046615600586,Good
FT0770,150.057907104492,150.058700561523,299.439192,532.869648,150.058303833007,Good
FT0784,153.073425292969,153.074279785156,143.973204,254.614776,153.073852539062,Bad
FT0796,155.01025390625,155.010726928711,497.849424,551.14974,155.01049041748,Good
FT0797,155.053512573242,155.054641723633,470.424552,560.220828,155.054077148438,Good
FT0798,155.081008911133,155.081832885742,510.451524,557.076342,155.081420898438,Good
FT0824,158.091934204102,158.093048095703,534.328014,590.749806,158.092491149903,Good
FT0836,159.095016479492,159.095962524414,539.886894,574.234068,159.095489501953,Good
FT0844,161.06285561698,161.063293457031,527.524134,609.50316,161.063074537005,Good
FT0845,161.062847987595,161.063293457031,978.03786,1119.3297,161.063070722313,Good
FT0856,162.11198425293,162.112976074219,543.711366,654.16872,162.112480163575,Good
FT0859,163.078964233398,163.079864501953,700.79334,784.26096,163.079414367675,Good
FT0910,166.085906982422,166.086959838867,213.392988,443.732454,166.086433410644,Good
FT0917,167.092407226562,167.093246459961,146.5041,211.887858,167.092826843261,Good
FT0927,170.080551147461,170.081512451172,188.853918,255.86625,170.081031799316,Good
FT0933,171.083877563477,171.084838867188,144.79995,277.440252,171.084358215332,Good
FT0958,175.118423461914,175.11930847168,1046.20566,1231.71288,175.118865966797,Good
FT0961,176.073739258137,176.07421875,533.82366,572.961408,176.073979004069,Good
FT0969,176.127899169922,176.128479003906,516.980466,556.794432,176.128189086914,Good
FT0980,179.073043823242,179.073928833008,563.941428,750.60012,179.073486328125,Good
FT0982,179.084411621094,179.085189819336,478.963128,549.59112,179.084800720215,Good
FT0983,180.007461547852,180.008911132812,399.184914,479.073408,180.008186340332,Good
FT0998,180.076370239258,180.077362060547,625.1628,711.55644,180.076866149903,Good
FT1001,181.01057434082,181.012023925781,395.034144,509.939256,181.0112991333,Good
FT1009,181.06884765625,181.06982421875,625.89696,705.03396,181.0693359375,Good
FT1013,182.013870239258,182.015365600586,402.150192,484.57506,182.014617919922,Good
FT1039,182.152648925781,182.153778076172,413.932134,489.658476,182.153213500977,Good
FT1045,184.072631835938,184.074401855469,677.16414,805.77534,184.073516845704,Good
FT1047,185.126846313477,185.128524780273,1059.2067,1226.08776,185.127685546875,Good
FT1076,190.120468139648,190.121627807617,488.233602,550.889268,190.121047973632,Good
FT1085,192.11067199707,192.112365722656,579.56214,657.44232,192.111518859863,Good
FT1086,192.12272644043,192.123580932617,526.05555,560.412864,192.123153686523,Good
FT1087,192.158737182617,192.160354614258,109.518204,166.792464,192.159545898438,Good
FT1093,194.055755615234,194.056945800781,589.260978,670.4052,194.056350708007,Good
FT1095,194.092315673828,194.093124389648,564.6258,657.50898,194.092720031738,Good
FT1096,195.047973632812,195.049163818359,589.260978,669.53916,195.048568725585,Good
FT1105,196.107299804688,196.108627319336,284.625666,414.006174,196.107963562012,Good
FT1113,197.091781616211,197.092758178711,739.55022,794.41896,197.092269897461,Good
FT1122,199.126251220703,199.127639770508,292.641996,398.267088,199.126945495606,Good
FT1124,200.132537841797,200.134338378906,295.496232,381.661902,200.133438110352,Good
FT1125,200.133758544922,200.134429931641,303.128838,369.254346,200.134094238281,Good
FT1135,204.122283935547,204.123687744141,392.931294,542.611434,204.122985839844,Good
FT1136,205.07844543457,205.080200195312,68.824686,189.06414,205.079322814941,Good
FT1146,207.07438659668,207.075866699219,83.304942,162.209982,207.07512664795,Good
FT1151,210.050720214844,210.052001953125,637.93014,705.5895,210.051361083984,Good
FT1153,210.081298828125,210.081824644189,728.45916,816.2658,210.081561736157,Good
FT1158,211.104797363281,211.105697631836,490.028226,579.167604,211.105247497558,Good
FT1216,216.195159912109,216.196578979492,62.099988,174.018936,216.1958694458,Good
FT1235,225.042470008817,225.043032615695,678.88662,739.99452,225.042751312256,Good
FT1245,230.095367431641,230.096221923828,630.24936,702.80754,230.095794677734,Good
FT1246,230.994277954102,230.995895385742,811.48626,903.72606,230.995086669922,Meh
FT1273,233.09587097168,233.096603393555,753.07866,794.6721,233.096237182618,Good
FT1280,234.115829467773,234.116897583008,716.02212,797.81544,234.116363525391,Good
FT1281,235.078643681846,235.079544067383,639.3756,703.22328,235.079093874615,Good
FT1283,235.164398193359,235.165878295898,420.644754,473.40927,235.165138244629,Good
FT1285,236.148513793945,236.149826049805,525.112014,674.58516,236.149169921875,Good
FT1293,239.148040771484,239.149978637695,93.592104,157.836486,239.14900970459,Good
FT1300,241.101745605469,241.102554321289,356.787702,499.700802,241.102149963379,Stans only
FT1301,241.109527587891,241.111740112305,363.799278,491.546688,241.110633850098,Stans only
FT1308,244.022689819336,244.024200439453,780.52722000000006,945.41106,244.023445129395,Bad
FT1313,244.023719933348,244.02432999341,819.21738,931.5063,244.024024963379,Bad
FT1319,245.088088989258,245.088897705078,587.86446,664.41108,245.088493347168,Good
FT1324,246.080108642578,246.081130981445,586.966716,658.1094,246.080619812011,Good
FT1329,246.180435180664,246.181479143701,943.8975,1042.72512,246.180957162182,Good
FT1330,246.18049621582,246.181479143701,737.52546,852.00234,246.180987679761,Good
FT1333,247.057098388672,247.058685302734,584.938368,671.39874,247.057891845703,Good
FT1339,247.17594909668,247.177062988281,485.299626,549.722808,247.17650604248,Good
FT1341,248.020736694336,248.023071289062,810.55176,903.72606,248.021903991699,Meh
FT1344,248.075637817383,248.077056884766,857.00268,906.54918,248.076347351075,Good
FT1345,248.131561279297,248.132843017578,719.21658,784.8597,248.132202148438,Good
FT1347,248.159652709961,248.161056518555,579.56214,668.24838,248.160354614258,Good
FT1353,250.016586303711,250.018676757812,814.85826,887.62284,250.017631530761,Meh
FT1359,252.081954956055,252.083953857422,669.68634,761.23548,252.082954406739,Good
FT1366,253.146438598633,253.148315429688,614.343,692.39184,253.14737701416,Good
FT1373,256.174835205078,256.176300048828,87.912288,163.028286,256.175567626953,Good
FT1374,257.083557128906,257.085540771484,560.947926,604.7805,257.084548950195,Good
FT1379,258.109405517578,258.110900878906,630.24942,713.82408,258.110153198242,Good
FT1381,259.029235839844,259.03076171875,640.17216,718.4799,259.029998779297,Good
FT1392,260.112620415459,260.113270697823,134.403312,201.106344,260.112945556641,Good
FT1399,261.107797394142,261.108450164452,688.63926,747.56094,261.108123779297,Good
FT1407,264.136932373047,264.138427734375,606.25248,666.98712,264.137680053711,Good
FT1412,266.066070556641,266.067596435547,590.553192,664.31394,266.066833496094,Meh
FT1421,268.103332519531,268.104553222656,218.217318,394.980924,268.103942871094,Good
FT1428,269.104522705078,269.105651855469,630.89538,677.22588,269.105087280273,Good
FT1429,269.106842041016,269.108032226562,229.721424,345.906612,269.107437133789,Good
FT1439,273.136535644531,273.137969970703,546.994398,600.26322,273.137252807617,Good
FT1440,274.091644287109,274.092346191406,233.333316,311.60421,274.091995239257,Good
FT1452,276.963073730469,276.965698242188,824.32608,907.7412,276.964385986328,Meh
FT1454,277.088531494141,277.08984375,544.183794,593.45784,277.089187622071,Good
FT1472,284.163844623852,284.164555034351,353.86797,493.553514,284.164199829102,Stans only
FT1476,284.169372558594,284.171447753906,148.429932,233.165082,284.17041015625,Meh
FT1478,285.143981933594,285.144719833775,348.235854,495.509712,285.144350883685,Good
FT1482,286.147515239964,286.148230609646,355.165842,477.734478,286.147872924805,Good
FT1485,287.148010253906,287.149505615234,92.166126,143.492676,287.14875793457,Good
FT1518,297.159075267,297.159912109375,354.682968,499.112388,297.159493688187,Stans only
FT1527,299.134674072266,299.13623046875,425.517282,481.832778,299.135452270508,Stans only
FT1529,300.200744628906,300.202453613281,99.98592,151.22394,300.201599121094,Good
FT1551,307.079742431641,307.081787109375,591.504936,672.93114,307.080764770508,Good
FT1567,316.161315917969,316.162567138672,419.109126,499.24809,316.16194152832,Stans only
FT1572,317.164825439453,317.166717529297,423.784848,487.262922,317.165771484375,Stans only
FT1574,317.989807128906,317.992126464844,817.75986,908.18232,317.990966796875,Meh
FT1594,331.043182373047,331.045501708984,634.41654,706.78824,331.044342041016,Good
FT1598,333.128509521484,333.129791259766,637.94688,720.82878,333.129150390625,Good
FT1602,334.132202148438,334.133575439453,645.0594,698.06904,334.132888793946,Good
FT1607,338.142730712891,338.144439697266,417.580206,494.569068,338.143585205079,Stans only
FT1618,346.196990966797,346.197950141916,625.49856,700.15344,346.197470554357,Good
FT1619,347.144134521484,347.146392822266,597.711636,662.08152,347.145263671875,Good
FT1628,350.215393066406,350.217742919922,91.460202,125.808348,350.216567993164,Good
FT1629,350.21630859375,350.219757080078,77.713878,149.735892,350.218032836914,Good
FT1634,353.054351806641,353.056457519531,608.03232,777.17322,353.055404663086,Good
FT1643,361.219451904297,361.220184326172,421.17831,490.887096,361.219818115234,Stans only
FT1644,362.222686767578,362.224456787109,427.07652,478.14633,362.223571777344,Stans only
FT1647,363.013977050781,363.017120361328,820.34034,889.04748,363.015548706055,Meh
FT1681,372.1884765625,372.191802978516,670.54836,714.25482,372.190139770508,Good
FT1682,372.189636230469,372.191680908203,678.07638,713.19408,372.190658569336,Good
FT1686,374.214263916016,374.215942382812,426.341526,483.20952,374.215103149414,Stans only
FT1687,377.144012451172,377.146759033203,668.8491,716.03832,377.145385742188,Good
FT1690,377.144470214844,377.146514892578,675.75834,717.65676,377.145492553711,Good
FT1706,391.957000732422,391.960235595703,819.18768,903.72606,391.958618164062,Meh
FT1715,398.164581298828,398.165954589844,660.19728,713.87346,398.165267944336,Good
FT1737,416.176544189453,416.178527832031,534.993252,596.575326,416.177536010742,Good
FT1767,465.923797607422,465.927368164062,819.32244,903.72606,465.925582885742,Meh
FT1771,477.204620361328,477.207092285156,362.070792,486.27369,477.205856323242,Stans only
FT1774,478.006988525391,478.011627197266,813.3861,891.4824,478.009307861329,Meh
FT1775,478.008453369141,478.011901855469,835.7973,892.8837,478.010177612305,Meh
FT1776,478.207611083984,478.210540771484,365.568144,483.039234,478.209075927734,Stans only
FT1777,479.198913574219,479.202697753906,369.6399,482.954184,479.200805664062,Stans only
FT1780,487.161437988281,487.163237127113,592.394676,644.81172,487.162337557697,Good
FT1784,490.174652099609,490.178009033203,676.24596,720.21144,490.176330566406,Good
FT1823,592.999389648438,593.005065917969,812.74338,887.9595,593.002227783203,Meh
FT1824,593,593.005676269531,820.6098,888.15168,593.002838134766,Meh
FT1825,593.001647949219,593.006042480469,835.7973,894.46734,593.003845214844,Meh
FT1827,594.996459960938,595.002319335938,821.6442,884.50272,594.999389648438,Meh
FT1851,707.993041992188,707.9990234375,812.74338,887.38572,707.996032714844,Meh
FT1852,707.9931640625,708.000549316406,821.23332,892.36008,707.996856689453,Meh
FT1853,707.994689941406,708.000732421875,835.7973,886.662,707.997711181641,Meh
FT1881,715.301025390625,715.305908203125,368.289,475.497132,715.303466796875,Stans only
FT1885,716.30419921875,716.309692382812,374.454894,473.513646,716.306945800781,Stans only
